Wall time,Step,Value
1733954608.7678885,85,0.29035621881484985
1733954610.3781657,86,0.6838581562042236
1733954611.9810154,87,0.032801125198602676
1733954613.5945017,88,0.21662402153015137
1733954615.2157137,89,0.24834787845611572
1733954616.8189325,90,0.03994304686784744
1733954618.4317214,91,0.09047552943229675
1733954620.0373166,92,0.14006558060646057
1733954621.64937,93,0.3440474271774292
1733954623.2566226,94,0.6143733263015747
1733954624.8684022,95,0.2931343615055084
1733954626.4755814,96,0.15369495749473572
1733954628.074332,97,0.021639470010995865
1733954629.6773198,98,0.03162572532892227
1733954631.2822611,99,0.031543757766485214
1733954645.607475,100,0.06541356444358826
1733954647.2083974,101,0.14910610020160675
1733954648.8220067,102,0.46172842383384705
1733954650.42661,103,0.0030556810088455677
1733954652.0420685,104,0.009540408849716187
1733954653.6433027,105,0.026405170559883118
1733954655.2486687,106,0.017875773832201958
1733954656.8530009,107,0.176298126578331
1733954658.4642239,108,0.026800373569130898
1733954660.0825772,109,0.008153742179274559
1733954661.698525,110,0.06137176603078842
1733954663.3174813,111,0.005405873991549015
1733954664.9278858,112,0.47791966795921326
1733954666.5393784,113,0.3006513714790344
1733954668.1572232,114,0.09899140894412994
1733954669.7713163,115,0.18530192971229553
1733954671.3830397,116,0.017633195966482162
1733954672.9996762,117,0.013672692701220512
1733954674.6198933,118,0.0941392332315445
1733954676.236387,119,0.010247031226754189
1733954677.8480904,120,0.23337553441524506
1733954679.460614,121,0.40143102407455444
1733954681.0753667,122,0.09898574650287628
1733954682.693616,123,0.03764776140451431
1733954684.313593,124,0.3576996922492981
1733954685.9345145,125,0.1601576954126358
1733954687.5427084,126,0.0055040461011230946
1733954689.1509626,127,0.10903894901275635
1733954690.7637734,128,0.11755355447530746
1733954692.3749962,129,0.007305209990590811
1733954693.9888296,130,0.08237923681735992
1733954695.597295,131,0.19516688585281372
1733954697.2022886,132,0.0593053475022316
1733954698.8095531,133,0.14544808864593506
1733954700.4245467,134,0.2665732502937317
1733954702.032289,135,0.07670582830905914
1733954703.6442022,136,0.014517896808683872
1733954705.2501621,137,0.22202247381210327
1733954706.8563843,138,0.4382711350917816
1733954708.4670248,139,0.11960606276988983
1733954710.0743756,140,0.2727593779563904
1733954711.6839795,141,0.3946582078933716
1733954713.2871537,142,0.0671837255358696
1733954714.8907406,143,0.26381605863571167
1733954716.5004978,144,0.05988778918981552
1733954718.1087158,145,0.002236708300188184
1733954719.7178538,146,0.0033265252131968737
1733954721.32818,147,0.15630199015140533
1733954722.9388483,148,0.47848981618881226
1733954724.5427904,149,0.508194625377655
1733954726.1469898,150,0.751933753490448
1733954727.748392,151,0.011978387832641602
1733954729.357622,152,0.334830641746521
1733954730.9616587,153,0.018348215147852898
1733954732.5668046,154,0.23876070976257324
1733954734.172664,155,0.017688706517219543
1733954735.7746317,156,0.2198415994644165
1733954737.3788652,157,0.3026438057422638
1733954738.976347,158,0.002541637048125267
1733954740.580228,159,0.07370264828205109
1733954742.1918724,160,0.9050045013427734
1733954743.7953863,161,0.2428378462791443
1733954745.3963919,162,0.1808711290359497
1733954746.9968965,163,0.013010622933506966
1733954748.6023028,164,0.015282432548701763
1733954750.2105956,165,0.16223478317260742
1733954751.81186,166,0.03656477853655815
1733954753.4156582,167,0.7409179210662842
1733954755.0296888,168,0.05560190975666046
1733954756.6334865,169,0.06586579978466034
1733954758.2310498,170,0.4950733482837677
1733954759.8458443,171,0.7200028896331787
1733954761.4523115,172,0.4554439187049866
1733954763.0654032,173,0.029758408665657043
1733954764.6786876,174,0.5252407193183899
1733954766.2875466,175,0.22616910934448242
1733954767.9070568,176,0.15888196229934692
1733954769.5110457,177,0.5634061098098755
1733954771.126602,178,0.17634546756744385
1733954772.7310658,179,0.37224671244621277
1733954774.3346941,180,0.04615575820207596
1733954775.9391186,181,0.02852848917245865
1733954777.5442405,182,0.00404678750783205
1733954779.151641,183,0.00604768842458725
1733954780.761643,184,0.00751844746991992
1733954782.3640647,185,0.12080515176057816
1733954783.968774,186,0.05254257470369339
1733954785.5779586,187,0.11863166093826294
1733954787.1887846,188,0.21806427836418152
1733954788.7995777,189,0.07111309468746185
1733954790.4075735,190,0.023992806673049927
1733954792.020653,191,0.12488333880901337
1733954793.6299324,192,0.02468825876712799
1733954795.2347403,193,0.06885161995887756
1733954796.8413486,194,0.009233435615897179
1733954798.456315,195,0.021066678687930107
1733954800.0611181,196,0.13728317618370056
1733954801.66904,197,0.09378602355718613
1733954803.2774692,198,0.31294921040534973
1733954804.88098,199,0.015657134354114532
1733954817.44758,200,0.004032432101666927
1733954819.0550942,201,0.007944380864501
1733954820.6677704,202,0.061745405197143555
1733954822.2765098,203,0.0799056813120842
1733954823.888267,204,0.7107350826263428
1733954825.49366,205,0.3147541284561157
1733954827.1062732,206,0.2516079843044281
1733954828.7152445,207,0.046640269458293915
1733954830.325908,208,0.0026242516469210386
1733954831.931472,209,0.022059347480535507
1733954833.5456924,210,0.007661475334316492
1733954835.1578968,211,0.01476357877254486
1733954836.7659667,212,0.16981714963912964
1733954838.3729203,213,0.17805993556976318
1733954839.9866567,214,0.009831828996539116
1733954841.5962937,215,0.012405743822455406
1733954843.2022927,216,0.019614150747656822
1733954844.809874,217,0.5521538257598877
1733954846.4217641,218,0.07237088680267334
1733954848.0416284,219,0.11927340924739838
1733954849.6424625,220,0.0022432771511375904
1733954851.2611842,221,0.06309563666582108
1733954852.878856,222,0.05488142371177673
1733954854.4851809,223,0.4495006203651428
1733954856.0968804,224,0.015199601650238037
1733954857.7045107,225,0.03675735369324684
1733954859.3156853,226,0.004308450035750866
1733954860.9279628,227,0.014497850090265274
1733954862.534808,228,0.012269558385014534
1733954864.1412504,229,0.004215199034661055
1733954865.7422643,230,0.023635197430849075
1733954867.3539383,231,0.11476066708564758
1733954868.9604971,232,0.2302226424217224
1733954870.5661657,233,0.015118563547730446
1733954872.1791646,234,0.24498304724693298
1733954873.7831316,235,0.0953197032213211
1733954875.3946366,236,0.47051653265953064
1733954876.9949002,237,0.007694657426327467
1733954878.608187,238,0.4758456349372864
1733954880.2150824,239,0.29610881209373474
1733954881.8287814,240,0.05627724900841713
1733954883.4362292,241,0.48764389753341675
1733954885.048619,242,0.431820273399353
1733954886.6595209,243,0.25735950469970703
1733954888.266643,244,0.5797231197357178
1733954889.87383,245,0.10486651957035065
1733954891.484803,246,0.2869631350040436
1733954893.1300862,247,0.18175598978996277
1733954894.7377295,248,0.003227329347282648
1733954896.345327,249,0.03404487296938896
1733954897.9542387,250,0.5262227654457092
1733954899.5651004,251,0.8377540111541748
1733954901.1682465,252,0.15243540704250336
1733954902.772318,253,0.4934716820716858
1733954904.3826125,254,0.27539870142936707
1733954905.9841835,255,0.029955575242638588
1733954907.5901656,256,0.7152373790740967
1733954909.2028139,257,0.007857735268771648
1733954910.8044825,258,0.07191130518913269
1733954912.409372,259,0.5991857051849365
1733954914.0174532,260,0.7277572154998779
1733954915.627109,261,0.006995692849159241
1733954917.235288,262,0.5070773363113403
1733954918.8441083,263,0.01535503938794136
1733954920.4600456,264,0.1164073497056961
1733954922.0626493,265,0.13030672073364258
1733954923.6682334,266,0.48779961466789246
1733954925.2803645,267,0.1599031686782837
1733954926.8956628,268,0.07903440296649933
1733954928.507838,269,0.1436196267604828
1733954930.1138165,270,0.09752148389816284
1733954931.7211587,271,0.3911413848400116
1733954933.3313885,272,0.2778535485267639
1733954934.9389312,273,0.139326274394989
1733954936.5432165,274,0.652409553527832
1733954938.1558342,275,0.28027427196502686
1733954939.7688596,276,0.006592012941837311
1733954941.3764749,277,0.10800553113222122
1733954942.9874039,278,0.046628519892692566
1733954944.595065,279,0.0047537777572870255
1733954946.2073328,280,0.4923509359359741
1733954947.8091974,281,0.015217524021863937
1733954949.4148798,282,0.38613003492355347
1733954951.0216024,283,0.010462465696036816
1733954952.6328719,284,0.07334647327661514
1733954954.2388098,285,0.5911444425582886
1733954955.8486056,286,0.08395922183990479
1733954957.4513521,287,0.010463071055710316
1733954959.0665164,288,0.17610521614551544
1733954960.667966,289,0.04668240249156952
1733954962.282512,290,0.013656897470355034
1733954963.8902626,291,0.003904263721778989
1733954965.4970949,292,0.07719288766384125
1733954967.1069663,293,0.3493201732635498
1733954968.708484,294,0.13057757914066315
1733954970.3217337,295,0.3059733808040619
1733954971.9316995,296,0.012736386619508266
1733954973.5321784,297,0.5675761699676514
1733954975.1426299,298,0.0035136197693645954
1733954976.7598484,299,0.042207665741443634
1733954989.3397002,300,0.6309067010879517
1733954990.9428167,301,0.043789200484752655
1733954992.55264,302,0.20694878697395325
1733954994.1612983,303,0.003259421093389392
1733954995.7727637,304,0.22597070038318634
1733954997.3803253,305,0.005844959989190102
1733954998.9941146,306,0.23799526691436768
1733955000.6023257,307,0.0181875079870224
1733955002.214266,308,0.018067477270960808
1733955003.8250763,309,0.058110881596803665
1733955005.4347417,310,0.017167212441563606
1733955007.0494032,311,0.1866639256477356
1733955008.6564596,312,0.003279029857367277
1733955010.2708807,313,0.5892444252967834
1733955011.8886693,314,0.03660903498530388
1733955013.4999933,315,0.45499682426452637
1733955015.1120696,316,0.5019738078117371
1733955016.7208316,317,0.34269607067108154
1733955018.326789,318,0.11447427421808243
1733955019.9363558,319,0.015503457747399807
1733955021.5458913,320,0.7710182666778564
1733955023.1574748,321,0.014088032767176628
1733955024.7710965,322,0.1615188717842102
1733955026.382822,323,0.09071657061576843
1733955027.986978,324,0.6065471172332764
1733955029.5950418,325,0.6067103147506714
1733955031.2041264,326,0.07786679267883301
1733955032.8053699,327,0.021575599908828735
1733955034.423955,328,0.3996429443359375
1733955036.0294988,329,0.2579641044139862
1733955037.6428041,330,0.07333976775407791
1733955039.2507436,331,0.09539855271577835
1733955040.8591542,332,0.1757224053144455
1733955042.4657023,333,0.06339533627033234
1733955044.077182,334,0.006771098356693983
1733955045.6791024,335,0.0038605243898928165
1733955047.28489,336,0.005549287423491478
1733955048.8964095,337,0.011513980105519295
1733955050.5045547,338,0.008695119991898537
1733955052.1175325,339,0.02518342062830925
1733955053.7291584,340,0.0029267538338899612
1733955055.3353615,341,0.7770078182220459
1733955056.94168,342,0.11807507276535034
1733955058.5523436,343,0.020988829433918
1733955060.1542003,344,0.11276044696569443
1733955061.7571876,345,0.005824918858706951
1733955063.373788,346,0.11082805693149567
1733955064.9778223,347,0.029260002076625824
1733955066.5859368,348,0.32836538553237915
1733955068.1908772,349,0.401647686958313
1733955069.797177,350,0.6154637336730957
1733955071.4005303,351,0.029683765023946762
1733955073.0100124,352,0.03907553851604462
1733955074.6210327,353,0.021627824753522873
1733955076.2225926,354,0.4891986846923828
1733955077.8684065,355,0.018765509128570557
1733955079.4761007,356,0.005055579822510481
1733955081.0866666,357,0.1588168740272522
1733955082.7014499,358,0.006959106773138046
1733955084.3087432,359,0.2770400047302246
1733955085.9150753,360,0.060541000217199326
1733955087.526827,361,0.40123480558395386
1733955089.1307676,362,0.40736377239227295
1733955090.7427766,363,0.10192108899354935
1733955092.348945,364,0.0051123034209012985
1733955093.9590425,365,0.35238996148109436
1733955095.5680125,366,0.3102535605430603
1733955097.1818657,367,0.03267969191074371
1733955098.7927399,368,0.17364490032196045
1733955100.400302,369,0.27251654863357544
1733955102.0043454,370,0.3210836946964264
1733955103.6175246,371,0.0032016991171985865
1733955105.2265222,372,0.1083402931690216
1733955106.83994,373,0.2756262421607971
1733955108.449349,374,0.1661379039287567
1733955110.0579772,375,0.39752262830734253
1733955111.6678038,376,0.004753179848194122
1733955113.274587,377,0.5046262145042419
1733955114.8793175,378,0.03017876297235489
1733955116.4817789,379,0.02037685178220272
1733955118.0854902,380,0.8200207948684692
1733955119.6945562,381,0.43676212430000305
1733955121.302843,382,0.6233591437339783
1733955122.9132218,383,0.013307287357747555
1733955124.5201101,384,0.2681865692138672
1733955126.1345537,385,0.2719830274581909
1733955127.7377205,386,0.19771677255630493
1733955129.3513346,387,0.06919800490140915
1733955130.9565046,388,0.010864291340112686
1733955132.569817,389,0.1702391803264618
1733955134.1770487,390,0.7694165110588074
1733955135.7909834,391,0.1072196513414383
1733955137.401309,392,0.5830475091934204
1733955139.00761,393,0.2913929522037506
1733955140.6129122,394,0.016998056322336197
1733955142.2168903,395,0.015080049633979797
1733955143.8257189,396,0.22458438575267792
1733955145.4293869,397,0.06623142212629318
1733955147.0456052,398,0.08211873471736908
1733955148.6511168,399,0.04240100830793381
1733955161.4071982,400,0.011682887561619282
1733955163.0197449,401,0.035824719816446304
1733955164.6217136,402,0.08747927844524384
1733955166.2264423,403,0.00267606507986784
1733955167.83311,404,0.0031418378930538893
1733955169.4385,405,0.13984465599060059
1733955171.0595424,406,0.37240931391716003
1733955172.6796005,407,0.06751890480518341
1733955174.2993844,408,0.032654378563165665
1733955175.9084518,409,0.1185702532529831
1733955177.5200274,410,0.36086714267730713
1733955179.137981,411,0.017365282401442528
1733955180.744321,412,0.029104461893439293
1733955182.3565521,413,0.2523462772369385
1733955183.9733493,414,0.46524205803871155
1733955185.5874724,415,0.0889040008187294
1733955187.198483,416,0.30462372303009033
1733955188.8127892,417,0.27824610471725464
1733955190.418893,418,0.5364841222763062
1733955192.0337722,419,0.3022209405899048
1733955193.6436534,420,0.0025455846916884184
1733955195.252638,421,0.39132270216941833
1733955196.8588717,422,0.017397254705429077
1733955198.4672432,423,0.14613890647888184
1733955200.0758672,424,0.013541660271584988
1733955201.6740193,425,0.02530091628432274
1733955203.287592,426,0.041184842586517334
1733955204.8923244,427,0.01294325478374958
1733955206.500015,428,0.07966704666614532
1733955208.1107364,429,0.03277936577796936
1733955209.7148964,430,0.13570398092269897
1733955211.3230112,431,0.09462158381938934
1733955212.9303079,432,0.5974820852279663
1733955214.544119,433,0.7870010137557983
1733955216.1518507,434,0.10902421921491623
1733955217.763461,435,0.3359955847263336
1733955219.367985,436,0.01790197752416134
1733955220.9734936,437,0.002409876324236393
1733955222.5816798,438,0.09991767257452011
1733955224.1865568,439,0.069218210875988
1733955225.793484,440,0.009744572453200817
1733955227.4028792,441,0.27815738320350647
1733955229.0122313,442,0.5984013080596924
1733955230.6194987,443,0.1384856402873993
1733955232.2275422,444,0.003225905355066061
1733955233.8370605,445,0.06569378077983856
1733955235.443994,446,0.028764646500349045
1733955237.0402248,447,0.04120872542262077
1733955238.647176,448,0.07432514429092407
1733955240.250439,449,0.25570857524871826
1733955241.8587153,450,0.5981330871582031
1733955243.464364,451,0.697348952293396
1733955245.0638046,452,0.0693054050207138
1733955246.671982,453,0.10244400799274445
1733955248.273474,454,0.6006894111633301
1733955249.880128,455,0.0252991896122694
1733955251.483155,456,0.025149937719106674
1733955253.0814764,457,0.017388643696904182
1733955254.692298,458,0.05121995508670807
1733955256.2986255,459,0.013618430122733116
1733955257.905283,460,0.7909032702445984
1733955259.5125256,461,0.39066267013549805
1733955261.1288617,462,0.016067253425717354
1733955262.7367322,463,0.05194775387644768
1733955264.3420076,464,0.05316826328635216
1733955265.9512234,465,0.028782125562429428
1733955267.5654898,466,0.3235241770744324
1733955269.1725633,467,0.00639003049582243
1733955270.7850661,468,0.017935628071427345
1733955272.3918998,469,0.0800754725933075
1733955274.0053008,470,0.16598694026470184
1733955275.61114,471,0.7594412565231323
1733955277.212953,472,0.3943488895893097
1733955278.8256562,473,0.002541864989325404
1733955280.434556,474,0.7038681507110596
1733955282.0444992,475,0.008936471305787563
1733955283.6487765,476,0.02233521267771721
1733955285.2622461,477,0.04518238455057144
1733955286.8705518,478,0.005450918339192867
1733955288.4837625,479,0.018919017165899277
1733955290.0867348,480,0.0456603467464447
1733955291.6994464,481,0.4319199323654175
1733955293.302271,482,0.5747041702270508
1733955294.9189773,483,0.008361849933862686
1733955296.5257597,484,0.17130586504936218
1733955298.137817,485,0.28510501980781555
1733955299.748317,486,0.08741216361522675
1733955301.3555124,487,0.0030022352002561092
1733955302.9608502,488,0.05944233387708664
1733955304.5760076,489,0.3128373622894287
1733955306.1891634,490,0.02710922807455063
1733955307.7957852,491,0.11500634998083115
1733955309.3986695,492,0.009752538055181503
1733955311.0026188,493,0.039630286395549774
1733955312.6106749,494,0.04289773106575012
1733955314.2241871,495,0.013487175107002258
1733955315.83144,496,0.07965335249900818
1733955317.439304,497,0.16013675928115845
1733955319.0447576,498,0.0029874020256102085
1733955320.652344,499,0.014402994886040688
1733955334.9132433,500,0.4853174388408661
1733955336.518275,501,0.13759949803352356
1733955338.125496,502,0.021917283535003662
1733955339.7317472,503,0.39238879084587097
1733955341.3434541,504,0.027157433331012726
1733955342.9495852,505,0.20611236989498138
1733955344.5634937,506,0.08013485372066498
1733955346.1735883,507,0.44976598024368286
1733955347.7857797,508,0.3455936312675476
1733955349.3910966,509,0.03416018933057785
1733955351.000558,510,0.27645736932754517
1733955352.6077514,511,0.2236572653055191
1733955354.2228496,512,0.0024138721637427807
1733955355.84155,513,0.4086836576461792
1733955357.4453063,514,0.15629586577415466
1733955359.0589874,515,0.4511459469795227
1733955360.6781976,516,0.22389182448387146
1733955362.288718,517,0.13709305226802826
1733955363.897663,518,0.29425525665283203
1733955365.5058515,519,0.043999046087265015
1733955367.119789,520,0.20019420981407166
1733955368.7380712,521,0.02298295497894287
1733955370.3465946,522,0.0077764904126524925
1733955371.9605818,523,0.8241057991981506
1733955373.57381,524,0.25466758012771606
1733955375.180577,525,0.25060391426086426
1733955376.7919898,526,0.22174471616744995
1733955378.3982234,527,0.005424765404313803
1733955380.0108726,528,0.005300232209265232
1733955381.6209764,529,0.016019992530345917
1733955383.2323115,530,0.14824733138084412
1733955384.8410883,531,0.20308122038841248
1733955386.4503849,532,0.3072664737701416
1733955388.055618,533,0.07445254921913147
1733955389.6690652,534,0.11392779648303986
1733955391.2790415,535,0.33684659004211426
1733955392.8921907,536,0.798214316368103
1733955394.493284,537,0.3536849617958069
1733955396.1073623,538,0.5712162852287292
1733955397.7138824,539,0.2905588150024414
1733955399.3280694,540,0.1620039939880371
1733955400.929377,541,0.01181712094694376
1733955402.538227,542,0.2195926010608673
1733955404.1501532,543,0.057168103754520416
1733955405.7489154,544,0.003020265605300665
1733955407.3678527,545,0.17878392338752747
1733955408.9713657,546,0.16762864589691162
1733955410.5814118,547,0.10559742152690887
1733955412.1924076,548,0.16504685580730438
1733955413.8007631,549,0.10866578668355942
1733955415.4061973,550,0.6096068620681763
1733955417.0104065,551,0.21905739605426788
1733955418.6189141,552,0.005662962328642607
1733955420.2226036,553,0.036970507353544235
1733955421.8376021,554,0.05888509377837181
1733955423.4428713,555,0.628576397895813
1733955425.0574985,556,0.20354041457176208
1733955426.6625319,557,0.004528793506324291
1733955428.2747972,558,0.5629576444625854
1733955429.876647,559,0.47970113158226013
1733955431.4843066,560,0.1042952612042427
1733955433.0911024,561,0.006743603385984898
1733955434.701093,562,0.1680261492729187
1733955436.312019,563,0.03732533007860184
1733955437.9148068,564,0.23002305626869202
1733955439.5193841,565,0.5421381592750549
1733955441.123873,566,0.3276904821395874
1733955442.73586,567,0.03236246481537819
1733955444.3478086,568,0.03636212274432182
1733955445.9503567,569,0.01486571691930294
1733955447.560645,570,0.03678625077009201
1733955449.1703296,571,0.008722275495529175
1733955450.780731,572,0.0068887984380126
1733955452.3882957,573,0.27144718170166016
1733955454.0060074,574,0.033314600586891174
1733955455.615093,575,0.04709353297948837
1733955457.2265618,576,0.3088219165802002
1733955458.835967,577,0.006701118312776089
1733955460.446973,578,0.33065685629844666
1733955462.0529647,579,0.10395464301109314
1733955463.6673126,580,0.028833448886871338
1733955465.275848,581,0.13155165314674377
1733955466.8867216,582,0.17021295428276062
1733955468.5015695,583,0.2912508249282837
1733955470.1111474,584,0.1545758843421936
1733955471.7255714,585,0.012621062807738781
1733955473.3292956,586,0.10039465129375458
1733955474.9433906,587,0.39578351378440857
1733955476.5463696,588,0.4740685224533081
1733955478.160553,589,0.027269475162029266
1733955479.7692356,590,0.06122920289635658
1733955481.3770828,591,0.9105713367462158
1733955482.9898374,592,0.014828544110059738
1733955484.6048625,593,0.002228640951216221
1733955486.2104092,594,0.28220993280410767
1733955487.8196135,595,0.03823789581656456
1733955489.4230423,596,0.2188597321510315
1733955491.0349374,597,0.04721787944436073
1733955492.6423533,598,0.5216951966285706
1733955494.256056,599,0.045582301914691925
1733955506.9716525,600,0.348634272813797
1733955508.5775278,601,0.4217846691608429
1733955510.1914384,602,0.04215753450989723
1733955511.7969701,603,0.2756662964820862
1733955513.4098895,604,0.33420729637145996
1733955515.0212586,605,0.3764127790927887
1733955516.626464,606,0.1566523313522339
1733955518.2328856,607,0.002645440399646759
1733955519.8317435,608,0.24870158731937408
1733955521.4451377,609,0.028854550793766975
1733955523.0510092,610,0.4545102119445801
1733955524.6630392,611,0.5572594404220581
1733955526.2752876,612,0.05806142836809158
1733955527.885227,613,0.214211106300354
1733955529.4909508,614,0.5068883299827576
1733955531.106059,615,0.02113543078303337
1733955532.7098227,616,0.07555538415908813
1733955534.3216472,617,0.08756506443023682
1733955535.9343011,618,0.09558627754449844
1733955537.543564,619,0.2835965156555176
1733955539.1617863,620,0.01621881313621998
1733955540.780948,621,0.01227696891874075
1733955542.390938,622,0.30104005336761475
1733955544.004583,623,0.008352288976311684
1733955545.6178248,624,0.04683821648359299
1733955547.225927,625,0.009705559350550175
1733955548.838977,626,0.20679128170013428
1733955550.4449317,627,0.2420548051595688
1733955552.0555947,628,0.04717269912362099
1733955553.66759,629,0.7091606855392456
1733955555.2710264,630,0.06430085003376007
1733955556.876161,631,0.3278668224811554
1733955558.4768827,632,0.097768135368824
1733955560.0792456,633,0.4572587013244629
1733955561.6812863,634,0.17870381474494934
1733955563.2877316,635,0.04744665324687958
1733955564.8959386,636,0.3522600531578064
1733955566.5154948,637,0.04016612097620964
1733955568.1233191,638,0.013932039961218834
1733955569.731601,639,0.0041663674637675285
1733955571.338816,640,0.043188177049160004
1733955572.937513,641,0.010113921016454697
1733955574.5479922,642,0.021063223481178284
1733955576.1522777,643,0.203402578830719
1733955577.7573957,644,0.2037494033575058
1733955579.3688812,645,0.22099639475345612
1733955580.9813416,646,0.4876582622528076
1733955582.5893414,647,0.3761313557624817
1733955584.191558,648,0.020408431068062782
1733955585.7992263,649,0.058184415102005005
1733955587.4043493,650,0.6157774925231934
1733955589.0098038,651,0.07893417775630951
1733955590.6228194,652,0.1283791959285736
1733955592.22736,653,0.04312269762158394
1733955593.8293083,654,0.04789420962333679
1733955595.4438627,655,0.5981910824775696
1733955597.0484388,656,0.0887880027294159
1733955598.6511598,657,0.02543719857931137
1733955600.2597523,658,0.2956979274749756
1733955601.8643866,659,0.36259251832962036
1733955603.4668002,660,0.03984009101986885
1733955605.0714693,661,0.009497595950961113
1733955606.6823163,662,0.6036368608474731
1733955608.2847197,663,0.006412072107195854
1733955609.8892057,664,0.03999433293938637
1733955611.5025077,665,0.23812851309776306
1733955613.115252,666,0.3228982985019684
1733955614.718952,667,0.025350051000714302
1733955616.3237133,668,0.1139875203371048
1733955617.938405,669,0.067136749625206
1733955619.5539722,670,0.004465469159185886
1733955621.15679,671,0.36817649006843567
1733955622.7732115,672,0.01709374040365219
1733955624.3851619,673,0.091606006026268
1733955625.9967577,674,0.0949813723564148
1733955627.6002243,675,0.14454959332942963
1733955629.211481,676,0.6486766934394836
1733955630.8391736,677,0.0076089538633823395
1733955632.4513595,678,0.1448497474193573
1733955634.0552037,679,0.15881818532943726
1733955635.6748815,680,0.05631135404109955
1733955637.293273,681,0.08182474970817566
1733955638.9099162,682,0.5046552419662476
1733955640.515612,683,0.02699441835284233
1733955642.1318758,684,0.08427315950393677
1733955643.7465558,685,0.011530525982379913
1733955645.3572638,686,0.07266584038734436
1733955646.9714034,687,0.006637617014348507
1733955648.5767093,688,0.016477171331644058
1733955650.188731,689,0.012131349183619022
1733955651.7955074,690,0.04850858449935913
1733955653.4071364,691,0.006464943289756775
1733955655.0189188,692,0.057513102889060974
1733955656.629034,693,0.002185225021094084
1733955658.2365305,694,0.07553765177726746
1733955659.846082,695,0.12385597079992294
1733955661.45265,696,0.08901657164096832
1733955663.0664098,697,0.5611057281494141
1733955664.6833537,698,0.1663905382156372
1733955666.2867873,699,0.1972070038318634
1733955678.8215866,700,0.01779692992568016
1733955680.43586,701,0.020459819585084915
1733955682.0410943,702,0.41873785853385925
1733955683.6463149,703,0.6735872626304626
1733955685.2526076,704,0.051988229155540466
1733955686.8613327,705,0.03231034427881241
1733955688.4720886,706,0.02484714239835739
1733955690.079033,707,0.3691510260105133
